city,date,rate,district
Silvassa,2019-03-21,71.05,Dadra and Nagar Haveli
Silvassa,2019-03-22,71.09,Dadra and Nagar Haveli
Silvassa,2019-03-23,71.14,Dadra and Nagar Haveli
Silvassa,2019-03-24,71.19,Dadra and Nagar Haveli
Silvassa,2019-03-28,71.14,Dadra and Nagar Haveli
Silvassa,2019-04-01,71.21,Dadra and Nagar Haveli
Silvassa,2019-04-05,71.26,Dadra and Nagar Haveli
Silvassa,2019-04-08,71.21,Dadra and Nagar Haveli
Silvassa,2019-04-09,71.16,Dadra and Nagar Haveli
Silvassa,2019-04-12,71.21,Dadra and Nagar Haveli
Silvassa,2019-04-15,71.33,Dadra and Nagar Haveli
Silvassa,2019-04-16,71.28,Dadra and Nagar Haveli
Silvassa,2019-04-20,71.35,Dadra and Nagar Haveli
Silvassa,2019-04-22,71.3,Dadra and Nagar Haveli
Silvassa,2019-04-25,71.37,Dadra and Nagar Haveli
Silvassa,2019-04-27,71.43,Dadra and Nagar Haveli
Silvassa,2019-04-30,71.47,Dadra and Nagar Haveli
Silvassa,2019-05-02,71.37,Dadra and Nagar Haveli
Silvassa,2019-05-04,71.38,Dadra and Nagar Haveli
Silvassa,2019-05-05,71.32,Dadra and Nagar Haveli
Silvassa,2019-05-06,71.26,Dadra and Nagar Haveli
Silvassa,2019-05-09,71.1,Dadra and Nagar Haveli
Silvassa,2019-05-10,70.9,Dadra and Nagar Haveli
Silvassa,2019-05-11,70.44,Dadra and Nagar Haveli
Silvassa,2019-05-12,70.03,Dadra and Nagar Haveli
Silvassa,2019-05-13,69.75,Dadra and Nagar Haveli
Silvassa,2019-05-14,69.51,Dadra and Nagar Haveli
Silvassa,2019-05-17,69.43,Dadra and Nagar Haveli
Silvassa,2019-05-18,69.36,Dadra and Nagar Haveli
Silvassa,2019-05-20,69.45,Dadra and Nagar Haveli
Silvassa,2019-05-21,69.5,Dadra and Nagar Haveli
Silvassa,2019-05-23,69.57,Dadra and Nagar Haveli
Silvassa,2019-05-24,69.71,Dadra and Nagar Haveli
Silvassa,2019-05-25,69.84,Dadra and Nagar Haveli
Silvassa,2019-05-26,69.98,Dadra and Nagar Haveli
Silvassa,2019-05-27,70.07,Dadra and Nagar Haveli
Silvassa,2019-05-28,70.16,Dadra and Nagar Haveli
Silvassa,2019-05-30,70.1,Dadra and Nagar Haveli
Silvassa,2019-05-31,70.03,Dadra and Nagar Haveli
Silvassa,2019-06-01,69.94,Dadra and Nagar Haveli
Silvassa,2019-06-02,69.83,Dadra and Nagar Haveli
Silvassa,2019-06-03,69.64,Dadra and Nagar Haveli
Silvassa,2019-06-04,69.57,Dadra and Nagar Haveli
Silvassa,2019-06-06,69.42,Dadra and Nagar Haveli
Silvassa,2019-06-07,69.29,Dadra and Nagar Haveli
Silvassa,2019-06-10,68.8,Dadra and Nagar Haveli
Silvassa,2019-06-13,68.72,Dadra and Nagar Haveli
Silvassa,2019-06-14,68.56,Dadra and Nagar Haveli
Silvassa,2019-06-15,68.38,Dadra and Nagar Haveli
Silvassa,2019-06-16,68.32,Dadra and Nagar Haveli
Silvassa,2019-06-24,68.43,Dadra and Nagar Haveli
Silvassa,2019-06-27,68.5,Dadra and Nagar Haveli
Silvassa,2019-06-28,68.55,Dadra and Nagar Haveli
Silvassa,2019-06-29,68.66,Dadra and Nagar Haveli
Silvassa,2019-06-30,68.74,Dadra and Nagar Haveli
Silvassa,2019-07-01,68.83,Dadra and Nagar Haveli
Silvassa,2019-07-02,68.9,Dadra and Nagar Haveli
Silvassa,2019-07-06,71.25,Dadra and Nagar Haveli
Silvassa,2019-07-09,71.2,Dadra and Nagar Haveli
Silvassa,2019-07-13,71.29,Dadra and Nagar Haveli
Silvassa,2019-07-14,71.37,Dadra and Nagar Haveli
Silvassa,2019-07-15,71.5,Dadra and Nagar Haveli
Silvassa,2019-07-16,71.56,Dadra and Nagar Haveli
Silvassa,2019-07-18,71.63,Dadra and Nagar Haveli
Silvassa,2019-07-23,71.69,Dadra and Nagar Haveli
Silvassa,2019-07-25,71.63,Dadra and Nagar Haveli
Silvassa,2019-07-26,71.57,Dadra and Nagar Haveli
Silvassa,2019-07-27,71.53,Dadra and Nagar Haveli
Silvassa,2019-07-28,71.43,Dadra and Nagar Haveli
Silvassa,2019-07-29,71.29,Dadra and Nagar Haveli
Silvassa,2019-07-30,71.16,Dadra and Nagar Haveli
Silvassa,2019-08-01,71.1,Dadra and Nagar Haveli
Silvassa,2019-08-02,70.95,Dadra and Nagar Haveli
Silvassa,2019-08-03,70.88,Dadra and Nagar Haveli
Silvassa,2019-08-04,70.83,Dadra and Nagar Haveli
Silvassa,2019-08-05,70.69,Dadra and Nagar Haveli
Silvassa,2019-08-06,70.6,Dadra and Nagar Haveli
Silvassa,2019-08-08,70.55,Dadra and Nagar Haveli
Silvassa,2019-08-09,70.41,Dadra and Nagar Haveli
Silvassa,2019-08-11,70.32,Dadra and Nagar Haveli
Silvassa,2019-08-18,70.25,Dadra and Nagar Haveli
Silvassa,2019-08-19,70.18,Dadra and Nagar Haveli
Silvassa,2019-08-24,70.26,Dadra and Nagar Haveli
Silvassa,2019-08-25,70.32,Dadra and Nagar Haveli
Silvassa,2019-08-26,70.4,Dadra and Nagar Haveli
Silvassa,2019-08-27,70.4,Dadra and Nagar Haveli
Silvassa,2019-08-29,70.34,Dadra and Nagar Haveli
Silvassa,2019-09-05,70.32,Dadra and Nagar Haveli
Silvassa,2019-09-06,70.23,Dadra and Nagar Haveli
Silvassa,2019-09-07,70.14,Dadra and Nagar Haveli
Silvassa,2019-09-08,70.09,Dadra and Nagar Haveli
Silvassa,2019-09-10,70.13,Dadra and Nagar Haveli
Silvassa,2019-09-12,70.19,Dadra and Nagar Haveli
Silvassa,2019-09-13,70.26,Dadra and Nagar Haveli
Silvassa,2019-09-14,70.34,Dadra and Nagar Haveli
Silvassa,2019-09-15,70.39,Dadra and Nagar Haveli
Silvassa,2019-09-17,70.53,Dadra and Nagar Haveli
Silvassa,2019-09-18,70.77,Dadra and Nagar Haveli
Silvassa,2019-09-19,71.05,Dadra and Nagar Haveli
Silvassa,2019-09-20,71.38,Dadra and Nagar Haveli
Silvassa,2019-09-21,71.66,Dadra and Nagar Haveli
Silvassa,2019-09-22,71.92,Dadra and Nagar Haveli
Silvassa,2019-09-23,72.2,Dadra and Nagar Haveli
Silvassa,2019-09-24,72.41,Dadra and Nagar Haveli
Silvassa,2019-09-26,72.47,Dadra and Nagar Haveli
Silvassa,2019-09-27,72.61,Dadra and Nagar Haveli
Silvassa,2019-09-30,72.69,Dadra and Nagar Haveli
Silvassa,2019-10-01,72.9,Dadra and Nagar Haveli
Silvassa,2019-10-03,72.8,Dadra and Nagar Haveli
Silvassa,2019-10-04,72.63,Dadra and Nagar Haveli
Silvassa,2019-10-05,72.35,Dadra and Nagar Haveli
Silvassa,2019-10-07,72.08,Dadra and Nagar Haveli
Silvassa,2019-10-08,71.92,Dadra and Nagar Haveli
Silvassa,2019-10-10,71.87,Dadra and Nagar Haveli
Silvassa,2019-10-11,71.75,Dadra and Nagar Haveli
Silvassa,2019-10-12,71.66,Dadra and Nagar Haveli
Silvassa,2019-10-15,71.61,Dadra and Nagar Haveli
Silvassa,2019-10-22,71.56,Dadra and Nagar Haveli
Silvassa,2019-10-24,71.51,Dadra and Nagar Haveli
Silvassa,2019-10-25,71.41,Dadra and Nagar Haveli
Silvassa,2019-10-26,71.33,Dadra and Nagar Haveli
Silvassa,2019-10-29,71.27,Dadra and Nagar Haveli
Silvassa,2019-11-01,71.16,Dadra and Nagar Haveli
Silvassa,2019-11-02,71.08,Dadra and Nagar Haveli
Silvassa,2019-11-03,71.03,Dadra and Nagar Haveli
Silvassa,2019-11-04,70.96,Dadra and Nagar Haveli
Silvassa,2019-11-05,70.91,Dadra and Nagar Haveli
Silvassa,2019-11-08,71,Dadra and Nagar Haveli
Silvassa,2019-11-09,71.15,Dadra and Nagar Haveli
Silvassa,2019-11-10,71.34,Dadra and Nagar Haveli
Silvassa,2019-11-11,71.48,Dadra and Nagar Haveli
Silvassa,2019-11-13,71.58,Dadra and Nagar Haveli
Silvassa,2019-11-14,71.72,Dadra and Nagar Haveli
Silvassa,2019-11-15,71.9,Dadra and Nagar Haveli
Silvassa,2019-11-16,72.03,Dadra and Nagar Haveli
Silvassa,2019-11-17,72.15,Dadra and Nagar Haveli
Silvassa,2019-11-18,72.3,Dadra and Nagar Haveli
Silvassa,2019-11-19,72.45,Dadra and Nagar Haveli
Silvassa,2019-11-22,72.59,Dadra and Nagar Haveli
Silvassa,2019-11-23,72.68,Dadra and Nagar Haveli
Silvassa,2019-11-24,72.77,Dadra and Nagar Haveli
Silvassa,2019-11-25,72.89,Dadra and Nagar Haveli
Silvassa,2019-11-26,72.98,Dadra and Nagar Haveli
Silvassa,2019-11-29,73.03,Dadra and Nagar Haveli
Silvassa,2019-11-30,73.083,Dadra and Nagar Haveli
Silvassa,2019-12-01,73.2,Dadra and Nagar Haveli
Silvassa,2019-12-07,73.11,Dadra and Nagar Haveli
Silvassa,2019-12-08,73.2,Dadra and Nagar Haveli
Silvassa,2019-12-09,73.25,Dadra and Nagar Haveli
Silvassa,2019-12-12,73.2,Dadra and Nagar Haveli
Silvassa,2019-12-13,73.14,Dadra and Nagar Haveli
Silvassa,2019-12-14,73.1,Dadra and Nagar Haveli
Silvassa,2019-12-15,73,Dadra and Nagar Haveli
Silvassa,2019-12-16,72.95,Dadra and Nagar Haveli
Silvassa,2019-12-17,72.9,Dadra and Nagar Haveli
Silvassa,2019-12-26,72.94,Dadra and Nagar Haveli
Silvassa,2019-12-27,73,Dadra and Nagar Haveli
Silvassa,2019-12-29,73.14,Dadra and Nagar Haveli
Silvassa,2019-12-30,73.29,Dadra and Nagar Haveli
Silvassa,2019-12-31,73.39,Dadra and Nagar Haveli
Silvassa,2020-01-02,73.51,Dadra and Nagar Haveli
Silvassa,2020-01-03,73.61,Dadra and Nagar Haveli
Silvassa,2020-01-04,73.71,Dadra and Nagar Haveli
Silvassa,2020-01-05,73.79,Dadra and Nagar Haveli
Silvassa,2020-01-06,73.93,Dadra and Nagar Haveli
Silvassa,2020-01-07,74.08,Dadra and Nagar Haveli
Silvassa,2020-01-08,73.98,Dadra and Nagar Haveli
Silvassa,2020-01-09,74.05,Dadra and Nagar Haveli
Silvassa,2020-01-10,74.19,Dadra and Nagar Haveli
Silvassa,2020-01-11,74.24,Dadra and Nagar Haveli
Silvassa,2020-01-12,74.14,Dadra and Nagar Haveli
Silvassa,2020-01-13,74.04,Dadra and Nagar Haveli
Silvassa,2020-01-14,73.94,Dadra and Nagar Haveli
Silvassa,2020-01-16,73.8,Dadra and Nagar Haveli
Silvassa,2020-01-17,73.66,Dadra and Nagar Haveli
Silvassa,2020-01-18,73.52,Dadra and Nagar Haveli
Silvassa,2020-01-19,73.36,Dadra and Nagar Haveli
Silvassa,2020-01-20,73.25,Dadra and Nagar Haveli
Silvassa,2020-01-21,73.09,Dadra and Nagar Haveli
Silvassa,2020-01-22,73.09,Dadra and Nagar Haveli
Silvassa,2020-01-23,72.91,Dadra and Nagar Haveli
Silvassa,2020-01-24,72.69,Dadra and Nagar Haveli
Silvassa,2020-01-25,72.44,Dadra and Nagar Haveli
Silvassa,2020-01-26,72.14,Dadra and Nagar Haveli
Silvassa,2020-01-27,72.03,Dadra and Nagar Haveli
Silvassa,2020-01-28,71.92,Dadra and Nagar Haveli
Silvassa,2020-01-29,71.92,Dadra and Nagar Haveli
Silvassa,2020-01-30,71.68,Dadra and Nagar Haveli
Silvassa,2020-01-31,71.61,Dadra and Nagar Haveli
Silvassa,2020-02-01,71.47,Dadra and Nagar Haveli
Silvassa,2020-02-02,71.37,Dadra and Nagar Haveli
Silvassa,2020-02-03,71.33,Dadra and Nagar Haveli
Silvassa,2020-02-04,71.28,Dadra and Nagar Haveli
Silvassa,2020-02-05,71.28,Dadra and Nagar Haveli
Silvassa,2020-02-06,71.19,Dadra and Nagar Haveli
Silvassa,2020-02-07,70.98,Dadra and Nagar Haveli
Silvassa,2020-02-08,70.76,Dadra and Nagar Haveli
Silvassa,2020-02-09,70.55,Dadra and Nagar Haveli
Silvassa,2020-02-10,70.41,Dadra and Nagar Haveli
Silvassa,2020-02-11,70.25,Dadra and Nagar Haveli
Silvassa,2020-02-12,70.25,Dadra and Nagar Haveli
Silvassa,2020-02-13,70.25,Dadra and Nagar Haveli
Silvassa,2020-02-14,70.25,Dadra and Nagar Haveli
Silvassa,2020-02-15,70.25,Dadra and Nagar Haveli
Silvassa,2020-02-17,70.25,Dadra and Nagar Haveli
Silvassa,2020-02-18,70.2,Dadra and Nagar Haveli
Silvassa,2020-02-19,70.2,Dadra and Nagar Haveli
Silvassa,2020-02-20,70.2,Dadra and Nagar Haveli
Silvassa,2020-02-21,70.2,Dadra and Nagar Haveli
Silvassa,2020-02-24,70.32,Dadra and Nagar Haveli
Silvassa,2020-02-25,70.32,Dadra and Nagar Haveli
Silvassa,2020-02-26,70.32,Dadra and Nagar Haveli
Silvassa,2020-02-27,70.27,Dadra and Nagar Haveli
Silvassa,2020-02-28,70.27,Dadra and Nagar Haveli
Silvassa,2020-02-29,70.2,Dadra and Nagar Haveli
Silvassa,2020-03-01,70.07,Dadra and Nagar Haveli
Silvassa,2020-03-02,69.86,Dadra and Nagar Haveli
Silvassa,2020-03-03,69.81,Dadra and Nagar Haveli
Silvassa,2020-03-04,69.81,Dadra and Nagar Haveli
Silvassa,2020-03-05,69.66,Dadra and Nagar Haveli
Silvassa,2020-03-06,69.52,Dadra and Nagar Haveli
Silvassa,2020-03-07,69.4,Dadra and Nagar Haveli
Silvassa,2020-03-08,69.22,Dadra and Nagar Haveli
Silvassa,2020-03-09,68.99,Dadra and Nagar Haveli
Silvassa,2020-03-10,68.69,Dadra and Nagar Haveli
Silvassa,2020-03-11,68.69,Dadra and Nagar Haveli
Silvassa,2020-03-12,68.56,Dadra and Nagar Haveli
Silvassa,2020-03-13,68.42,Dadra and Nagar Haveli
Silvassa,2020-03-14,68.29,Dadra and Nagar Haveli
Silvassa,2020-03-15,68.18,Dadra and Nagar Haveli
Silvassa,2020-03-16,68.03,Dadra and Nagar Haveli
Silvassa,2020-03-17,68.03,Dadra and Nagar Haveli
Silvassa,2020-03-18,68.03,Dadra and Nagar Haveli
Silvassa,2020-03-19,68.03,Dadra and Nagar Haveli
Silvassa,2020-03-20,68.03,Dadra and Nagar Haveli
Silvassa,2020-03-21,68.03,Dadra and Nagar Haveli
Silvassa,2020-03-22,68.03,Dadra and Nagar Haveli
Silvassa,2020-03-23,68.03,Dadra and Nagar Haveli
Silvassa,2020-03-24,68.03,Dadra and Nagar Haveli
Silvassa,2020-03-25,68.03,Dadra and Nagar Haveli
Silvassa,2020-03-26,68.03,Dadra and Nagar Haveli
Silvassa,2020-03-27,68.03,Dadra and Nagar Haveli
Silvassa,2020-03-28,68.03,Dadra and Nagar Haveli
Silvassa,2020-03-29,68.03,Dadra and Nagar Haveli
Silvassa,2020-03-30,68.03,Dadra and Nagar Haveli
Silvassa,2020-03-31,68.03,Dadra and Nagar Haveli
Silvassa,2020-04-01,68.03,Dadra and Nagar Haveli
Silvassa,2020-04-02,68.03,Dadra and Nagar Haveli
Silvassa,2020-04-03,68.03,Dadra and Nagar Haveli
Silvassa,2020-04-04,68.03,Dadra and Nagar Haveli
Silvassa,2020-04-05,68.03,Dadra and Nagar Haveli
Silvassa,2020-04-06,68.03,Dadra and Nagar Haveli
Silvassa,2020-04-07,68.03,Dadra and Nagar Haveli
Silvassa,2020-04-08,68.03,Dadra and Nagar Haveli
Silvassa,2020-04-09,68.03,Dadra and Nagar Haveli
Silvassa,2020-04-10,68.03,Dadra and Nagar Haveli
Silvassa,2020-04-11,68.03,Dadra and Nagar Haveli
Silvassa,2020-04-12,68.03,Dadra and Nagar Haveli
Silvassa,2020-04-13,68.03,Dadra and Nagar Haveli
Silvassa,2020-04-14,68.03,Dadra and Nagar Haveli
Silvassa,2020-04-15,68.03,Dadra and Nagar Haveli
Silvassa,2020-04-16,68.03,Dadra and Nagar Haveli
Silvassa,2020-04-17,68.03,Dadra and Nagar Haveli
Silvassa,2020-04-18,68.03,Dadra and Nagar Haveli
Silvassa,2020-04-20,68.03,Dadra and Nagar Haveli
Silvassa,2020-04-21,68.03,Dadra and Nagar Haveli
Silvassa,2020-04-22,68.03,Dadra and Nagar Haveli
Silvassa,2020-04-23,68.03,Dadra and Nagar Haveli
Silvassa,2020-04-24,68.03,Dadra and Nagar Haveli
Silvassa,2020-04-25,68.03,Dadra and Nagar Haveli
Silvassa,2020-04-26,68.03,Dadra and Nagar Haveli
Silvassa,2020-04-27,68.03,Dadra and Nagar Haveli
Silvassa,2020-04-28,68.03,Dadra and Nagar Haveli
Silvassa,2020-04-29,68.03,Dadra and Nagar Haveli
Silvassa,2020-04-30,68.03,Dadra and Nagar Haveli
Silvassa,2020-05-01,68.03,Dadra and Nagar Haveli
Silvassa,2020-05-02,68.03,Dadra and Nagar Haveli
Silvassa,2020-05-03,68.03,Dadra and Nagar Haveli
Silvassa,2020-05-04,68.03,Dadra and Nagar Haveli
Silvassa,2020-05-05,68.03,Dadra and Nagar Haveli
Silvassa,2020-05-06,68.03,Dadra and Nagar Haveli
Silvassa,2020-05-07,68.03,Dadra and Nagar Haveli
Silvassa,2020-05-08,68.03,Dadra and Nagar Haveli
Silvassa,2020-05-09,68.03,Dadra and Nagar Haveli
Silvassa,2020-05-10,68.03,Dadra and Nagar Haveli
Silvassa,2020-05-11,68.03,Dadra and Nagar Haveli
Silvassa,2020-05-12,68.03,Dadra and Nagar Haveli
Silvassa,2020-05-13,68.03,Dadra and Nagar Haveli
Silvassa,2020-05-14,68.03,Dadra and Nagar Haveli
Silvassa,2020-05-15,68.03,Dadra and Nagar Haveli
Silvassa,2020-05-16,68.03,Dadra and Nagar Haveli
Silvassa,2020-05-17,68.03,Dadra and Nagar Haveli
Silvassa,2020-05-18,68.03,Dadra and Nagar Haveli
Silvassa,2020-05-19,68.03,Dadra and Nagar Haveli
Silvassa,2020-05-20,68.03,Dadra and Nagar Haveli
Silvassa,2020-05-21,68.03,Dadra and Nagar Haveli
Silvassa,2020-05-22,68.03,Dadra and Nagar Haveli
Silvassa,2020-05-23,68.03,Dadra and Nagar Haveli
Silvassa,2020-05-24,68.03,Dadra and Nagar Haveli
Silvassa,2020-05-25,68.03,Dadra and Nagar Haveli
Silvassa,2020-05-26,68.03,Dadra and Nagar Haveli
Silvassa,2020-05-27,68.03,Dadra and Nagar Haveli
Silvassa,2020-05-28,68.03,Dadra and Nagar Haveli
Silvassa,2020-05-29,68.03,Dadra and Nagar Haveli
Silvassa,2020-05-30,68.03,Dadra and Nagar Haveli
Silvassa,2020-05-31,68.03,Dadra and Nagar Haveli
Silvassa,2020-06-01,68.03,Dadra and Nagar Haveli
Silvassa,2020-06-02,68.03,Dadra and Nagar Haveli
Silvassa,2020-06-03,68.03,Dadra and Nagar Haveli
Silvassa,2020-06-04,68.03,Dadra and Nagar Haveli
Silvassa,2020-06-05,68.03,Dadra and Nagar Haveli
Silvassa,2020-06-06,68.03,Dadra and Nagar Haveli
Silvassa,2020-06-07,68.63,Dadra and Nagar Haveli
Silvassa,2020-06-08,69.23,Dadra and Nagar Haveli
Silvassa,2020-06-09,69.77,Dadra and Nagar Haveli
Silvassa,2020-06-10,70.17,Dadra and Nagar Haveli
Silvassa,2020-06-11,70.77,Dadra and Nagar Haveli
Silvassa,2020-06-12,71.37,Dadra and Nagar Haveli
Silvassa,2020-06-13,71.97,Dadra and Nagar Haveli
Silvassa,2020-06-14,72.57,Dadra and Nagar Haveli
Silvassa,2020-06-15,72.72,Dadra and Nagar Haveli
Silvassa,2020-06-16,73.16,Dadra and Nagar Haveli
Silvassa,2020-06-17,73.68,Dadra and Nagar Haveli
Silvassa,2020-06-18,74.17,Dadra and Nagar Haveli
Silvassa,2020-06-19,74.7,Dadra and Nagar Haveli
Silvassa,2020-06-20,75.18,Dadra and Nagar Haveli
Silvassa,2020-06-21,75.51,Dadra and Nagar Haveli
Silvassa,2020-06-22,75.82,Dadra and Nagar Haveli
Silvassa,2020-06-23,76,Dadra and Nagar Haveli
Silvassa,2020-06-24,76,Dadra and Nagar Haveli
Silvassa,2020-06-25,76.15,Dadra and Nagar Haveli
Silvassa,2020-06-26,76.35,Dadra and Nagar Haveli
Silvassa,2020-06-27,76.58,Dadra and Nagar Haveli
Silvassa,2020-06-28,76.58,Dadra and Nagar Haveli
Silvassa,2020-06-29,76.63,Dadra and Nagar Haveli
Silvassa,2020-06-30,76.63,Dadra and Nagar Haveli
Silvassa,2020-07-01,76.63,Dadra and Nagar Haveli
Silvassa,2020-07-02,76.63,Dadra and Nagar Haveli
Silvassa,2020-07-03,76.63,Dadra and Nagar Haveli
Silvassa,2020-07-04,76.63,Dadra and Nagar Haveli
Silvassa,2020-07-05,76.63,Dadra and Nagar Haveli
Silvassa,2020-07-06,76.63,Dadra and Nagar Haveli
Silvassa,2020-07-07,76.63,Dadra and Nagar Haveli
Silvassa,2020-07-08,76.63,Dadra and Nagar Haveli
Silvassa,2020-07-09,76.63,Dadra and Nagar Haveli
Silvassa,2020-07-10,76.63,Dadra and Nagar Haveli
Silvassa,2020-07-11,76.63,Dadra and Nagar Haveli
Silvassa,2020-07-12,76.63,Dadra and Nagar Haveli
Silvassa,2020-07-13,76.63,Dadra and Nagar Haveli
Silvassa,2020-07-15,76.63,Dadra and Nagar Haveli
Silvassa,2020-07-16,76.63,Dadra and Nagar Haveli
Silvassa,2020-07-17,76.63,Dadra and Nagar Haveli
Silvassa,2020-07-18,76.63,Dadra and Nagar Haveli
Silvassa,2020-07-19,76.63,Dadra and Nagar Haveli
Silvassa,2020-07-20,76.63,Dadra and Nagar Haveli
Silvassa,2020-07-21,76.63,Dadra and Nagar Haveli
Silvassa,2020-07-22,76.63,Dadra and Nagar Haveli
Silvassa,2020-07-23,76.63,Dadra and Nagar Haveli
Silvassa,2020-07-24,76.63,Dadra and Nagar Haveli
Silvassa,2020-07-25,76.63,Dadra and Nagar Haveli
Silvassa,2020-07-26,76.63,Dadra and Nagar Haveli
Silvassa,2020-07-27,76.63,Dadra and Nagar Haveli
Silvassa,2020-07-28,76.63,Dadra and Nagar Haveli
Silvassa,2020-07-29,76.63,Dadra and Nagar Haveli
Silvassa,2020-07-30,76.63,Dadra and Nagar Haveli
Silvassa,2020-07-31,76.63,Dadra and Nagar Haveli
Silvassa,2020-08-01,76.63,Dadra and Nagar Haveli
Silvassa,2020-08-02,76.63,Dadra and Nagar Haveli
Silvassa,2020-08-03,76.63,Dadra and Nagar Haveli
Silvassa,2020-08-04,76.63,Dadra and Nagar Haveli
Silvassa,2020-08-05,76.63,Dadra and Nagar Haveli
Silvassa,2020-08-06,76.63,Dadra and Nagar Haveli
Silvassa,2020-08-07,76.63,Dadra and Nagar Haveli
Silvassa,2020-08-08,76.63,Dadra and Nagar Haveli
Silvassa,2020-08-09,76.63,Dadra and Nagar Haveli
Silvassa,2020-08-10,76.63,Dadra and Nagar Haveli
Silvassa,2020-08-11,76.63,Dadra and Nagar Haveli
Silvassa,2020-08-12,76.63,Dadra and Nagar Haveli
Silvassa,2020-08-13,76.63,Dadra and Nagar Haveli
Silvassa,2020-08-14,76.63,Dadra and Nagar Haveli
Silvassa,2020-08-15,76.63,Dadra and Nagar Haveli
Silvassa,2020-08-16,77.02,Dadra and Nagar Haveli
Silvassa,2020-08-17,77.17,Dadra and Nagar Haveli
Silvassa,2020-08-18,77.32,Dadra and Nagar Haveli
Silvassa,2020-08-19,77.32,Dadra and Nagar Haveli
Silvassa,2020-08-20,77.41,Dadra and Nagar Haveli
Silvassa,2020-08-21,77.6,Dadra and Nagar Haveli
Silvassa,2020-08-22,77.75,Dadra and Nagar Haveli
Silvassa,2020-08-23,77.88,Dadra and Nagar Haveli
Silvassa,2020-08-24,78,Dadra and Nagar Haveli
Silvassa,2020-08-25,78.1,Dadra and Nagar Haveli
Silvassa,2020-08-26,78.1,Dadra and Nagar Haveli
Silvassa,2020-08-27,78.2,Dadra and Nagar Haveli
Silvassa,2020-08-28,78.29,Dadra and Nagar Haveli
Silvassa,2020-08-29,78.29,Dadra and Nagar Haveli
Silvassa,2020-08-30,78.38,Dadra and Nagar Haveli
Silvassa,2020-08-31,78.38,Dadra and Nagar Haveli
Silvassa,2020-09-01,78.43,Dadra and Nagar Haveli
Silvassa,2020-09-02,78.43,Dadra and Nagar Haveli
Silvassa,2020-09-03,78.43,Dadra and Nagar Haveli
Silvassa,2020-09-04,78.43,Dadra and Nagar Haveli
Silvassa,2020-09-05,78.43,Dadra and Nagar Haveli
Silvassa,2020-09-06,78.43,Dadra and Nagar Haveli
Silvassa,2020-09-07,78.43,Dadra and Nagar Haveli
Silvassa,2020-09-08,78.43,Dadra and Nagar Haveli
Silvassa,2020-09-09,78.43,Dadra and Nagar Haveli
Silvassa,2020-09-10,78.35,Dadra and Nagar Haveli
Silvassa,2020-09-11,78.35,Dadra and Nagar Haveli
Silvassa,2020-09-12,78.22,Dadra and Nagar Haveli
Silvassa,2020-09-13,78.22,Dadra and Nagar Haveli
Silvassa,2020-09-14,78.09,Dadra and Nagar Haveli
Silvassa,2020-09-15,77.93,Dadra and Nagar Haveli
Silvassa,2020-09-16,77.93,Dadra and Nagar Haveli
Silvassa,2020-09-17,77.79,Dadra and Nagar Haveli
Silvassa,2020-09-18,77.55,Dadra and Nagar Haveli
Silvassa,2020-09-19,77.55,Dadra and Nagar Haveli
Silvassa,2020-09-20,77.55,Dadra and Nagar Haveli
Silvassa,2020-09-21,77.55,Dadra and Nagar Haveli
Silvassa,2020-09-22,77.47,Dadra and Nagar Haveli
Silvassa,2020-09-23,77.47,Dadra and Nagar Haveli
Silvassa,2020-09-24,77.47,Dadra and Nagar Haveli
Silvassa,2020-09-25,77.47,Dadra and Nagar Haveli
Silvassa,2020-09-26,77.47,Dadra and Nagar Haveli
Silvassa,2020-09-27,77.47,Dadra and Nagar Haveli
Silvassa,2020-09-28,77.47,Dadra and Nagar Haveli
Silvassa,2020-09-29,77.47,Dadra and Nagar Haveli
Silvassa,2020-09-30,77.47,Dadra and Nagar Haveli
Silvassa,2020-10-01,77.47,Dadra and Nagar Haveli
Silvassa,2020-10-02,77.47,Dadra and Nagar Haveli
Silvassa,2020-10-03,77.47,Dadra and Nagar Haveli
Silvassa,2020-10-04,77.47,Dadra and Nagar Haveli
Silvassa,2020-10-05,77.47,Dadra and Nagar Haveli
Silvassa,2020-10-06,77.47,Dadra and Nagar Haveli
Silvassa,2020-10-07,77.47,Dadra and Nagar Haveli
Silvassa,2020-10-08,77.47,Dadra and Nagar Haveli
Silvassa,2020-10-09,77.47,Dadra and Nagar Haveli
Silvassa,2020-10-10,77.47,Dadra and Nagar Haveli
Silvassa,2020-10-11,77.47,Dadra and Nagar Haveli
Silvassa,2020-10-12,77.47,Dadra and Nagar Haveli
Silvassa,2020-10-13,77.47,Dadra and Nagar Haveli
Silvassa,2020-10-14,77.47,Dadra and Nagar Haveli
Silvassa,2020-10-15,77.47,Dadra and Nagar Haveli
Silvassa,2020-10-16,77.47,Dadra and Nagar Haveli
Silvassa,2020-10-17,77.47,Dadra and Nagar Haveli
Silvassa,2020-10-18,77.47,Dadra and Nagar Haveli
Silvassa,2020-10-19,77.47,Dadra and Nagar Haveli
Silvassa,2020-10-20,77.47,Dadra and Nagar Haveli
Silvassa,2020-10-21,77.47,Dadra and Nagar Haveli
Silvassa,2020-10-22,77.47,Dadra and Nagar Haveli
Silvassa,2020-10-23,77.47,Dadra and Nagar Haveli
Silvassa,2020-10-24,77.47,Dadra and Nagar Haveli
